Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
28,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8150,8300,8230,17 Aug 2023
29,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8150,8400,8250,16 Aug 2023
30,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8150,8350,8240,14 Aug 2023
31,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8100,8300,8200,11 Aug 2023
32,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8000,8220,8120,10 Aug 2023
33,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8000,8200,8100,09 Aug 2023
34,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8200,8060,08 Aug 2023
35,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7900,8150,8050,07 Aug 2023
36,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8200,8060,05 Aug 2023
37,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8000,8200,8100,04 Aug 2023
38,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8200,8050,03 Aug 2023
39,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8150,8040,02 Aug 2023
40,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7900,8150,8000,01 Aug 2023
41,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8100,8040,31 Jul 2023
42,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8150,8050,29 Jul 2023
43,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8100,8030,28 Jul 2023
44,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7950,8150,8050,27 Jul 2023
45,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7900,8100,8020,26 Jul 2023
46,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8000,8150,8060,25 Jul 2023
47,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,8000,8150,8050,24 Jul 2023
48,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7900,8100,7980,22 Jul 2023
49,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7900,8100,8000,21 Jul 2023
50,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7850,8000,7920,20 Jul 2023
51,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7800,8100,7900,19 Jul 2023
52,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7800,7950,7860,18 Jul 2023
53,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7800,7950,7850,17 Jul 2023
54,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7660,15 Jul 2023
55,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7650,14 Jul 2023
56,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7560,13 Jul 2023
57,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7540,12 Jul 2023
58,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7600,7515,10 Jul 2023
59,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7600,7520,07 Jul 2023
60,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,06 Jul 2023
61,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,04 Jul 2023
62,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,27 Jun 2023
63,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,24 Jun 2023
64,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7560,23 Jun 2023
65,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,22 Jun 2023
66,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,20 Jun 2023
67,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,19 Jun 2023
68,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,17 Jun 2023
69,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,16 Jun 2023
70,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,15 Jun 2023
71,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,14 Jun 2023
72,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,13 Jun 2023
73,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,12 Jun 2023
74,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7580,09 Jun 2023
75,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,08 Jun 2023
76,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7560,06 Jun 2023
77,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7580,05 Jun 2023
78,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,01 Jun 2023
79,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,30 May 2023
80,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,29 May 2023
81,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,25 May 2023
82,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7580,24 May 2023
83,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7550,7650,7600,23 May 2023
84,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,22 May 2023
85,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,20 May 2023
86,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,19 May 2023
87,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7550,7500,18 May 2023
88,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,17 May 2023
89,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,15 May 2023
90,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,12 May 2023
91,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7565,10 May 2023
92,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,09 May 2023
93,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,06 May 2023
94,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7580,02 May 2023
95,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,01 May 2023
96,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,29 Apr 2023
97,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,28 Apr 2023
98,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,27 Apr 2023
99,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,26 Apr 2023
100,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7565,25 Apr 2023
101,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,21 Apr 2023
102,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7560,20 Apr 2023
103,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,19 Apr 2023
104,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,18 Apr 2023
105,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7565,17 Apr 2023
106,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,15 Apr 2023
107,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,13 Apr 2023
108,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,11 Apr 2023
109,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,10 Apr 2023
110,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,06 Apr 2023
111,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,05 Apr 2023
112,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7555,01 Apr 2023
113,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,31 Mar 2023
114,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,30 Mar 2023
115,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,29 Mar 2023
116,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,28 Mar 2023
117,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,27 Mar 2023
118,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7555,25 Mar 2023
119,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,24 Mar 2023
120,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,23 Mar 2023
121,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,22 Mar 2023
122,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,21 Mar 2023
123,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,20 Mar 2023
124,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,15 Mar 2023
125,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,14 Mar 2023
126,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,13 Mar 2023
127,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,11 Mar 2023
128,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,10 Mar 2023
129,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,07 Mar 2023
130,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,06 Mar 2023
131,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,02 Mar 2023
132,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7570,01 Mar 2023
133,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7565,28 Feb 2023
134,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7560,27 Feb 2023
135,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7570,25 Feb 2023
136,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,24 Feb 2023
137,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,23 Feb 2023
138,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,22 Feb 2023
139,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7565,21 Feb 2023
140,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,20 Feb 2023
141,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7520,7650,7570,18 Feb 2023
142,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7580,17 Feb 2023
143,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7550,7660,7620,16 Feb 2023
144,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7550,7670,7625,15 Feb 2023
145,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7550,7700,7620,14 Feb 2023
146,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7550,7700,7625,13 Feb 2023
147,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7700,7600,10 Feb 2023
148,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7550,7500,09 Feb 2023
149,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,08 Feb 2023
150,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,07 Feb 2023
151,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,06 Feb 2023
152,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,04 Feb 2023
153,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,03 Feb 2023
154,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,02 Feb 2023
155,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,01 Feb 2023
156,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7560,30 Jan 2023
157,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,28 Jan 2023
158,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,27 Jan 2023
159,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,25 Jan 2023
160,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,23 Jan 2023
161,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,21 Jan 2023
162,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7575,20 Jan 2023
163,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,19 Jan 2023
164,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7580,18 Jan 2023
165,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7700,7650,17 Jan 2023
166,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7660,16 Jan 2023
167,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7700,7650,14 Jan 2023
168,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7700,7655,13 Jan 2023
169,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7700,7650,12 Jan 2023
170,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7660,11 Jan 2023
171,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7700,7650,10 Jan 2023
172,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7700,7660,09 Jan 2023
173,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7665,07 Jan 2023
174,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7660,06 Jan 2023
175,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7600,7750,7670,05 Jan 2023
176,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7555,04 Jan 2023
177,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,03 Jan 2023
178,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,02 Jan 2023
179,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7600,7525,28 Dec 2022
180,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7580,7520,27 Dec 2022
181,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7580,7515,26 Dec 2022
182,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7400,7580,7510,24 Dec 2022
183,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7600,7520,23 Dec 2022
184,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,22 Dec 2022
185,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,20 Dec 2022
186,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7650,7550,19 Dec 2022
187,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7540,17 Dec 2022
188,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,16 Dec 2022
189,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,15 Dec 2022
190,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,14 Dec 2022
191,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7555,13 Dec 2022
192,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,12 Dec 2022
193,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,10 Dec 2022
194,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7560,09 Dec 2022
195,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7620,7555,08 Dec 2022
196,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,07 Dec 2022
197,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,06 Dec 2022
198,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,05 Dec 2022
199,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7550,7600,7550,03 Dec 2022
200,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,02 Dec 2022
201,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7540,01 Dec 2022
202,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,30 Nov 2022
203,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,29 Nov 2022
204,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,28 Nov 2022
205,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,25 Nov 2022
206,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,24 Nov 2022
207,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,23 Nov 2022
208,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,22 Nov 2022
209,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,21 Nov 2022
210,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,19 Nov 2022
211,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,18 Nov 2022
212,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,17 Nov 2022
213,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,16 Nov 2022
214,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7575,15 Nov 2022
215,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,14 Nov 2022
216,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7565,12 Nov 2022
217,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7560,11 Nov 2022
218,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,10 Nov 2022
219,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7560,09 Nov 2022
220,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7650,7570,08 Nov 2022
221,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,07 Nov 2022
222,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7530,7580,7550,05 Nov 2022
223,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7560,04 Nov 2022
224,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,03 Nov 2022
225,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7450,7600,7540,02 Nov 2022
226,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7500,7600,7550,01 Nov 2022
227,Agra,Agra,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,7480,7600,7540,31 Oct 2022
