Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1,Bangalore,Bangalore,Coconut,Grade-I,FAQ,15000,25000,20000,28 Nov 2023
2,Mangalore(Dakshin Kannad),Puttur,Coconut,Medium,FAQ,8000,15000,11500,28 Nov 2023
